Stim,Bard,Bard 0 or 1,Bard Continuous,GPT-3.5,GPT-3.5 0 or 1,GPT-3.5 Continuous,GPT-4,GPT-4 0 or 1,GPT-4 Continuous,Class,Humans Continuous,SD,N,EAT,USF,Both,LSA,Numletts,Gfrqs,Log_gfrqs,W1frq,W2frq,Wordfrq_sum,Logw1frq,Logw2frq,Logwordfrq_sum,pairs,Word2Vec,GloVe,Taxonomic
the bed iris.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,0.59,0.87,29,0,0,0,-0.01,7,0,0,4376,30,4406,3.64,1.48,5.12,bed iris,0.12544402,0.013182011,0.252335837
the bed lake.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,0.71,1.12,28,0,0,0,0.07,7,342,2.54,4376,718,5094,3.64,2.86,6.5,bed lake,0.246963172,0.227061509,0.459316427
the bed mattress.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,-1,3.14,1.48,29,0,0.031,0.02,0.63,11,43973,4.64,4376,170,4546,3.64,2.23,5.87,bed mattress,0.562004155,0.504397732,0.677435149
the bed ocean.,Makes Sense,1,1,Nonsense,0,2,Nonsense,0,1,-1,0.79,1.03,28,0,0,0,0.03,8,409,2.61,4376,436,4812,3.64,2.64,6.28,bed ocean,0.211739753,0.246892119,0.418073527
the bed river.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1,-1,1.24,1.15,29,0,0,0,0.1,8,1560,3.19,4376,1938,6314,3.64,3.29,6.93,bed river,0.227369035,0.261250952,0.364920268
the bed road.,Makes Sense,1,1,Nonsense,0,2,Nonsense,0,0,-1,0.43,0.84,28,0,0,0,0.03,7,214,2.33,4376,3791,8167,3.64,3.58,7.22,bed road,0.118891079,0.16353614,0.342389969
the bed seat.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,1,2.07,1.53,29,0,0,0,0.16,7,412,2.62,4376,1396,5772,3.64,3.14,6.79,bed seat,0.215329559,0.233759531,0.613021079
the bed sheet.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4,1,4,0,29,0.04,0,0.02,0.08,8,56779,4.75,4376,616,4992,3.64,2.79,6.43,bed sheet,0.279251541,0.284128432,0.535840462
the bed stream.,Nonsense,0,2,Nonsense,0,1,Nonsense,0,1,-1,0.57,1.03,28,0,0,0,0.13,9,787,2.9,4376,673,5049,3.64,2.83,6.47,bed stream,0.157197722,0.299324178,0.482104045
the bed water.,Nonsense,0,2,Nonsense,0,1,Nonsense,0,0,-1,0.96,1.04,28,0,0,0,0.08,8,2220,3.35,4376,7749,12125,3.64,3.89,7.53,bed water,0.239895124,0.379776499,0.549155283
the bedroom door.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,1,4,0,28,0,0.022,0.01,0.68,11,124464,5.1,1000,5891,6891,3,3.77,6.77,bedroom door,0.383681794,0.487156021,0.553984544
the bedroom house.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,1,0.96,1.32,28,0.01,0.043,0.03,0.37,12,654036,5.82,1000,8601,9601,3,3.93,6.93,bedroom house,0.649693734,0.43316906,0.512383907
the bedroom television.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,3.39,0.96,28,0,0,0,0.05,17,676,2.83,1000,2033,3033,3,3.31,6.31,bedroom television,0.151502728,0.146318106,0.182982456
the bedroom window.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,4,1,3.89,0.58,27,0.03,0.036,0.03,0.67,13,112078,5.05,1000,2372,3372,3,3.38,6.38,bedroom window,0.380555257,0.444931477,0.552522641
the bee queen.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,-1,2.46,1.04,28,0.02,0,0.01,0.26,8,1069,3.03,118,889,1007,2.07,2.95,5.02,bee queen,0.251723104,0.226236009,0.42951446
the beef cattle.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,2.43,1.37,28,0.03,0.036,0.03,0.71,10,154748,5.19,296,568,864,2.47,2.75,5.23,beef cattle,0.576314602,0.543014501,0.473302115
the beef salmon.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1,1,0.36,0.73,28,0,0,0,0.09,10,1779,3.25,296,216,512,2.47,2.33,4.81,beef salmon,0.349821087,0.364137133,0.727794235
the bell book.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,1,1.5,1.43,28,0.01,0,0,0.11,8,1036,3.02,507,4932,5439,2.71,3.69,6.4,bell book,0.040044823,0.147386013,0.24267896
the bell church.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,1.25,1.04,28,0.07,0.047,0.06,0.18,10,1884,3.28,507,2844,3351,2.71,3.45,6.16,bell church,0.150392109,0.25034913,0.340356248
the bell door.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,-1,1.18,1.12,28,0.05,0,0.02,0.36,8,1488,3.17,507,5891,6398,2.71,3.77,6.48,bell door,0.174732146,0.260268238,0.37858703
the bell fire.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,1,-1,0.96,1.2,28,0,0,0,0.06,8,119,2.08,507,2738,3245,2.71,3.44,6.14,bell fire,0.165317668,0.189390527,0.21634537
the bell gold.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,1,-1,0.66,0.72,29,0,0.014,0.01,-0.01,8,82,1.92,507,1575,2082,2.71,3.2,5.9,bell gold,0.153082416,0.124959714,0.403620675
the bell jar.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3,1,1.89,1.83,27,0,0,0,0.18,7,19614,4.29,507,199,706,2.71,2.3,5,bell jar,0.213306071,0.216868609,0.303448779
the bell pepper.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.71,1.05,28,0,0,0,0.14,10,252194,5.4,507,121,628,2.71,2.08,4.79,bell pepper,0.03753499,0.323827725,0.260462131
the bell sleigh.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,1.28,1.03,29,0,0,0,0.15,10,49,1.7,507,10,517,2.71,1,3.71,bell sleigh,0.279969858,0.192636485,0.38985283
the bell tower.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,4,0,26,0.03,0.122,0.08,0.24,9,81524,4.91,507,832,1339,2.71,2.92,5.63,bell tower,0.272511332,0.423991516,0.397279881
the bench piano.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,1.11,1.2,28,0,0,0,0.08,10,619,2.79,345,466,811,2.54,2.67,5.21,bench piano,0.15139257,0.201404127,0.319267661
the bench seat.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3,1,3.18,1.19,28,0.2,0.194,0.2,0.36,9,70671,4.85,345,1396,1741,2.54,3.14,5.68,bench seat,0.201603663,0.3549043,0.519657244
the bible blood.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1,-1,0.64,0.95,28,0,0,0,0.01,10,217,2.34,7,2536,2543,0.85,3.4,4.25,bible blood,0.154064566,0.150769267,0.321221475
the bible school.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,3.82,0.39,28,0,0.013,0.01,0.14,11,29365,4.47,7,6984,6991,0.85,3.84,4.69,bible school,0.171475669,0.301463125,0.209225165
the bike barn.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,1,1.43,1.43,28,0,0,0,0.12,8,386,2.59,153,186,339,2.18,2.27,4.45,bike barn,0.234173361,0.187699641,0.322191194
the bike cop.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3,-1,3.38,1.15,29,0,0,0,0.14,7,2386,3.38,153,155,308,2.18,2.19,4.38,bike cop,0.23691563,0.222516763,0.347166573
the bike headlight.,Makes Sense,1,2,Nonsense,0,3,Makes Sense,1,4,1,3.45,0.99,29,0,0,0,0.25,13,475,2.68,153,20,173,2.18,1.3,3.49,bike headlight,0.352751048,0.167069878,0.497681903
the bike home.,Nonsense,0,2,Nonsense,0,2,Makes Sense,1,3,1,1.48,1.6,29,0.01,0,0,0.21,8,9403,3.97,153,8831,8984,2.18,3.95,6.13,bike home,0.176714973,0.158586455,0.274557856
the bike leg.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,1,1.14,1.36,29,0,0,0,0.16,7,6305,3.8,153,1137,1290,2.18,3.06,5.24,bike leg,0.253741393,0.265958669,0.439248931
the bike mountain.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,1.36,1.31,28,0,0.033,0.02,0.04,12,4038,3.61,153,829,982,2.18,2.92,5.1,bike mountain,0.250175064,0.364487804,0.292357578
the bike pants.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,0,1,2.9,1.47,29,0,0,0,0.3,9,2731,3.44,153,282,435,2.18,2.45,4.63,bike pants,0.27230956,0.310585642,0.348339607
the bike seat.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4,1,3.79,0.77,29,0,0,0,0.26,8,21791,4.34,153,1396,1549,2.18,3.14,5.33,bike seat,0.144281705,0.230064023,0.412957813
the bike street.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,3,-1,1.38,1.21,29,0,0,0,0.3,10,1691,3.23,153,4546,4699,2.18,3.66,5.84,bike street,0.331170693,0.202837656,0.283038139
the bike summer.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,0.82,1.06,28,0,0,0,0.14,10,140,2.15,153,2165,2318,2.18,3.34,5.52,bike summer,0.153503172,0.244503524,0.162258007
the bird baby.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,2.45,1.35,29,0,0,0,0.05,8,701,2.85,752,3281,4033,2.88,3.52,6.39,bird baby,0.26926692,0.241582145,0.522341837
the bird blood.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1,1,3,1.54,28,0,0,0,0.01,9,657,2.82,752,2536,3288,2.88,3.4,6.28,bird blood,0.075823921,0.199676592,0.371521752
the bird cage.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,0.02,0.015,0.02,0.35,8,61693,4.79,752,225,977,2.88,2.35,5.23,bird cage,0.277400937,0.226489331,0.412827675
the bird cat.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,0.71,0.98,28,0,0.03,0.02,0.26,7,1608,3.21,752,739,1491,2.88,2.87,5.74,bird cat,0.514626299,0.397554689,0.728127383
the bird foot.,Nonsense,0,3,Makes Sense,1,1,Nonsense,0,2,1,3.18,1.16,28,0,0,0,0.09,8,960,2.98,752,1797,2549,2.88,3.25,6.13,bird foot,0.082578086,0.27379705,0.316554979
the bird guy.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,1,2.71,1.54,28,0,0,0,0.03,7,444,2.65,752,465,1217,2.88,2.67,5.54,bird guy,0.140410314,0.122022837,0.405396754
the bird holiday.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1,-1,1,1.09,28,0,0,0,0.02,11,613,2.79,752,1036,1788,2.88,3.02,5.89,bird holiday,0.174180372,0.161352575,0.294423289
the bird leg.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,3.21,1.26,28,0,0,0,0.12,7,592,2.77,752,1137,1889,2.88,3.06,5.93,bird leg,0.159603281,0.119880978,0.332098875
the bird magazine.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1,1,3.54,1.07,28,0,0,0,0.04,12,2080,3.32,752,703,1455,2.88,2.85,5.72,bird magazine,0.014897656,0.088975368,0.207991292
the bird meat.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,2,-1,3.14,1.33,28,0,0,0,0.08,8,1421,3.15,752,1280,2032,2.88,3.11,5.98,bird meat,0.25966184,0.334510831,0.373792663
the bird pet.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,1.31,1.04,29,0,0,0,0.2,7,1654,3.22,752,242,994,2.88,2.38,5.26,bird pet,0.419016528,0.304386232,0.635053223
the bird sea.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.89,0.99,28,0,0,0,0.1,7,208,2.32,752,2872,3624,2.88,3.46,6.33,bird sea,0.152885443,0.324471471,0.319775538
the bird seat.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2,1,1.14,1.33,28,0,0,0,0.07,8,833,2.92,752,1396,2148,2.88,3.14,6.02,bird seat,0.077104969,0.083935431,0.257629436
the bird snow.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,0.61,1.07,28,0,0,0,0.04,8,180,2.26,752,1055,1807,2.88,3.02,5.9,bird snow,0.136644641,0.188853228,0.432672169
the bird zoo.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,3,-1,2.86,1.25,29,0,0,0,0.24,7,392,2.59,752,156,908,2.88,2.19,5.07,bird zoo,0.351823838,0.297462214,0.363795176
the blood alcohol.,Makes Sense,1,2,Nonsense,0,2,Makes Sense,1,4,1,3.03,1.45,29,0,0,0,0.08,12,169555,5.23,2536,324,2860,3.4,2.51,5.91,blood alcohol,0.37127557,0.402201763,0.570252307
the blood ape.,Makes Sense,1,2,Nonsense,0,1,Nonsense,0,1,-1,0.69,0.97,29,0,0,0,0.07,8,0,0,2536,90,2626,3.4,1.95,5.36,blood ape,-0.00960639,0.083758436,0.322165349
the blood baby.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,1.14,1.41,29,0,0,0,0.04,9,3697,3.57,2536,3281,5817,3.4,3.52,6.92,blood baby,0.237997497,0.26303234,0.471864976
the blood bible.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,1,1,0.83,1.23,29,0,0,0,0.01,10,49,1.7,2536,7,2543,3.4,0.85,4.25,blood bible,0.154064566,0.150769267,0.321221475
the blood bird.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,0,-1,0.5,0.69,28,0,0,0,0.01,9,43,1.64,2536,752,3288,3.4,2.88,6.28,blood bird,0.075823921,0.199676592,0.371521752
the blood cat.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,0,-1,0.46,0.74,28,0,0,0,0.01,8,148,2.17,2536,739,3275,3.4,2.87,6.27,blood cat,0.103597979,0.19570198,0.433266255
the blood chicken.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1,-1,0.54,0.74,28,0,0,0,0.08,12,0,0,2536,534,3070,3.4,2.73,6.13,blood chicken,0.162339401,0.186415004,0.362804286
the blood cow.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,1,-1,0.46,0.79,28,0,0,0,0.03,8,56,1.76,2536,403,2939,3.4,2.61,6.01,blood cow,0.202026576,0.290416215,0.440010675
the blood duck.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1,-1,0.66,1.04,29,0,0,0,0.02,9,0,0,2536,174,2710,3.4,2.24,5.64,blood duck,0.107615435,0.099016719,0.301592823
the blood father.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,1,2.59,1.68,29,0,0,0,0.03,11,764,2.88,2536,4872,7408,3.4,3.69,7.09,blood father,0.141740346,0.238277306,0.286011628
the blood gorilla.,Nonsense,0,1,Nonsense,0,2,Nonsense,0,1,-1,0.93,1.19,29,0,0,0,0.01,12,0,0,2536,34,2570,3.4,1.53,4.94,blood gorilla,0.032369929,0.058514991,0.273230021
the blood money.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,3,1,2.28,1.6,29,0,0,0,0.01,10,32651,4.51,2536,7226,9762,3.4,3.86,7.26,blood money,0.208865869,0.313394789,0.405139994
the blood mother.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,1,1,2.55,1.59,29,0,0,0,0.05,11,696,2.84,2536,7356,9892,3.4,3.87,7.27,blood mother,0.178979998,0.309734068,0.32782659
the blood prince.,Nonsense,0,2,Nonsense,0,2,Makes Sense,1,2,1,1.9,1.72,29,0,0,0,0.03,11,44183,4.65,2536,592,3128,3.4,2.77,6.18,blood prince,0.065434967,0.180328168,0.241110129
the blood soup.,Nonsense,0,1,Nonsense,0,2,Nonsense,0,1,1,0.86,1.43,29,0,0,0,0.03,9,900,2.95,2536,362,2898,3.4,2.56,5.96,blood soup,0.164991159,0.143025849,0.348776312
the blood stream.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.52,1.15,29,0,0,0,0.1,11,178302,5.25,2536,673,3209,3.4,2.83,6.23,blood stream,0.159409724,0.294398886,0.434888003
the blood sugar.,Makes Sense,1,3,Nonsense,0,2,Makes Sense,1,4,1,3.43,1.35,28,0,0,0,0.12,10,1109006,6.04,2536,976,3512,3.4,2.99,6.39,blood sugar,0.202796811,0.241867841,0.503155556
the body ape.,Nonsense,0,1,Nonsense,0,2,Nonsense,0,0,-1,0.59,0.82,29,0,0,0,0.08,7,0,0,5243,90,5333,3.72,1.95,5.67,body ape,0.151872527,0.121578387,0.301388223
the body bag.,Makes Sense,1,2,Nonsense,0,1,Makes Sense,1,3,1,3.93,0.26,29,0,0,0,0.05,7,37283,4.57,5243,1122,6365,3.72,3.05,6.77,body bag,0.257988242,0.293865314,0.443412817
the body car.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1,-1,1.11,1.23,28,0,0,0,0.06,7,6657,3.82,5243,4944,10187,3.72,3.69,7.41,body car,0.25992068,0.372690115,0.474360345
the body clock.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1,1,1.66,1.67,29,0,0,0,0.04,9,27889,4.45,5243,637,5880,3.72,2.8,6.52,body clock,0.143040689,0.163361745,0.368175678
the body deer.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.54,0.69,28,0,0,0,0.02,8,59,1.78,5243,210,5453,3.72,2.32,6.04,body deer,0.119857451,0.0893702,0.253576951
the body dog.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1,-1,0.78,1.28,27,0,0,0,0.04,7,331,2.52,5243,1285,6528,3.72,3.11,6.83,body dog,0.197146885,0.235399446,0.416859348
the body girl.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,1.34,1.29,29,0,0,0,0.07,8,4006,3.6,5243,4944,10187,3.72,3.69,7.41,body girl,0.25819705,0.364575826,0.329479996
the body truck.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,0,-1,0.96,0.92,28,0,0,0,0.04,9,2479,3.39,5243,444,5687,3.72,2.65,6.37,body truck,0.203133144,0.280047512,0.378801309
the body water.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,1,1.62,1.24,29,0,0,0,0.18,9,47524,4.68,5243,7749,12992,3.72,3.89,7.61,body water,0.181975075,0.315943677,0.451385841
the bomb army.,Makes Sense,1,1,Nonsense,0,2,Nonsense,0,1,-1,1.04,1,28,0,0,0,0.07,8,51,1.72,536,1933,2469,2.73,3.29,6.02,bomb army,0.189176321,0.325253701,0.250174466
the bomb car.,Makes Sense,1,2,Nonsense,0,3,Nonsense,0,2,-1,1.5,1.55,28,0,0,0,0.04,7,15201,4.18,536,4944,5480,2.73,3.69,6.42,bomb car,0.227826553,0.502515617,0.311926773
the bomb pipe.,Nonsense,0,1,Nonsense,0,1,Nonsense,0,2,-1,1.38,1.47,29,0,0,0,0.06,8,157,2.2,536,402,938,2.73,2.6,5.33,bomb pipe,0.228693818,0.318387261,0.411089141
the bomb police.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,1,-1,2.43,1.4,28,0,0,0,0.12,10,408,2.61,536,3770,4306,2.73,3.58,6.31,bomb police,0.234305663,0.432888101,0.444390404
the bomb school.,Nonsense,0,1,Nonsense,0,3,Nonsense,0,1,-1,1.03,1.21,29,0,0,0,0.01,10,554,2.74,536,6984,7520,2.73,3.84,6.57,bomb school,0.070962807,0.143984196,0.15781526
the bomb truck.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,2.11,1.47,28,0,0,0,0.06,9,1507,3.18,536,444,980,2.73,2.65,5.38,bomb truck,0.201538297,0.470468709,0.443109944
the book army.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1,-1,0.79,0.98,29,0,0,0,0.01,8,168,2.23,4932,1933,6865,3.69,3.29,6.98,book army,0.02177513,0.125629718,0.161081901
the book baby.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,0,-1,1.1,1.08,29,0,0,0,0.05,8,4320,3.64,4932,3281,8213,3.69,3.52,7.21,book baby,0.049912772,0.217810779,0.302359824
the book bag.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4,1,4,0,28,0,0,0,0.07,7,59791,4.78,4932,1122,6054,3.69,3.05,6.74,book bag,0.163421611,0.220266989,0.363292425
the book baker.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.21,0.63,28,0,0,0,0.06,9,273,2.44,4932,269,5201,3.69,2.43,6.12,book baker,0.14844589,0.236229246,0.172486915
the book bell.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,0.39,0.74,28,0,0,0,0.11,8,156,2.2,4932,507,5439,3.69,2.71,6.4,book bell,0.040044823,0.147386013,0.24267896
the book boy.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,1,2.32,1.47,28,0,0,0,0.08,7,2993,3.48,4932,3876,8808,3.69,3.59,7.28,book boy,0.058230506,0.309664957,0.297859597
the book bread.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,0,-1,0.25,0.44,28,0,0,0,0,9,320,2.51,4932,1327,6259,3.69,3.12,6.82,book bread,0.101040897,0.179047397,0.206570895
the book bridge.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1,-1,0.66,0.9,29,0,0,0,0.04,10,178,2.25,4932,1034,5966,3.69,3.01,6.71,book bridge,0.03384997,0.11172638,0.252169849
the book chess.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,1,1.16,29,0,0,0,0.1,9,378,2.58,4932,264,5196,3.69,2.42,6.11,book chess,0.138965198,0.220412982,0.252596622
the book dog.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,0.68,0.94,28,0,0,0,0.03,7,3322,3.52,4932,1285,6217,3.69,3.11,6.8,book dog,0.085556083,0.30554295,0.349064678
the book dollar.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,0.66,1.04,29,0,0,0,0.1,10,219,2.34,4932,263,5195,3.69,2.42,6.11,book dollar,0.066333723,0.131250523,0.147438636
the book horse.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.62,0.9,29,0,0,0,0.02,9,7445,3.87,4932,1518,6450,3.69,3.18,6.87,book horse,0.068010579,0.244827134,0.3155388
the book jacket.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,2.89,1.37,28,0,0,0,0.19,10,55504,4.74,4932,617,5549,3.69,2.79,6.48,book jacket,0.225636982,0.240028767,0.229068319
the book key.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,1.46,1.43,28,0,0,0,0.15,7,1565,3.19,4932,1281,6213,3.69,3.11,6.8,book key,0.034834399,0.188126146,0.329200539
the book library.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,-1,2.18,1.33,28,0.05,0,0.02,0.74,11,21961,4.34,4932,942,5874,3.69,2.97,6.67,book library,0.324531223,0.416531316,0.375407198
the book log.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2,-1,1.52,1.4,29,0,0,0,0.11,7,7033,3.85,4932,134,5066,3.69,2.13,5.82,book log,0.191626761,0.199734847,0.488728111
the book magazine.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,-1,1.03,1.09,29,0.01,0.031,0.02,0.29,12,7859,3.9,4932,703,5635,3.69,2.85,6.54,book magazine,0.359397462,0.521104596,0.539908219
the book mirror.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,2,-1,0.5,0.92,28,0,0,0,0.03,10,288,2.46,4932,735,5667,3.69,2.87,6.56,book mirror,0.116643132,0.249254559,0.387140734
the book phone.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,-1,0.76,1.02,29,0,0,0,0.12,9,5991,3.78,4932,1414,6346,3.69,3.15,6.84,book phone,0.167862629,0.219166771,0.412286373
the book picture.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,1.83,0.93,29,0,0,0,0.09,11,6523,3.81,4932,1905,6837,3.69,3.28,6.97,book picture,0.143947242,0.35529312,0.524330143
the book pipe.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,0,-1,0.45,0.91,29,0,0,0,0.03,8,0,0,4932,402,5334,3.69,2.6,6.3,book pipe,-0.018815996,0.01240043,0.247542892
the book puppy.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,0.59,0.95,29,0,0,0,0.05,9,58,1.77,4932,87,5019,3.69,1.94,5.63,book puppy,0.116324011,0.086432327,0.208066027
the book school.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,-1,1.1,1.05,29,0,0.055,0.03,0.12,10,1770,3.25,4932,6984,11916,3.69,3.84,7.54,book school,0.085485133,0.253165901,0.257253315
the book shelf.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.96,0.19,28,0.03,0,0.02,0.25,9,57811,4.76,4932,246,5178,3.69,2.39,6.08,book shelf,0.129505717,0.208338712,0.225440253
the book telephone.,Nonsense,0,3,Nonsense,0,3,Nonsense,0,1,-1,1.21,1.2,28,0,0,0,0.12,13,1598,3.2,4932,1810,6742,3.69,3.26,6.95,book telephone,0.105379511,0.158251132,0.320942851
the book worm.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4,1,3.81,0.62,27,0.05,0.063,0.06,0.01,8,38519,4.59,4932,133,5065,3.69,2.12,5.82,book worm,0.081920052,0.066501431,0.22784818
the boot car.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,0,-1,0.71,0.98,28,0.01,0,0,0.18,7,1101,3.04,159,4944,5103,2.2,3.69,5.9,boot car,0.223294464,0.163417688,0.444086763
the boot key.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,1,1.14,1.46,28,0,0,0,0.09,7,470,2.67,159,1281,1440,2.2,3.11,5.31,boot key,0.071429393,0.122015999,0.40034301
the boot menu.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,1,0.64,1.16,28,0,0,0,0.04,8,30213,4.48,159,130,289,2.2,2.11,4.32,boot menu,0.053808218,0.146069131,0.33301038
the boot screen.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,1,0.57,1.03,28,0,0,0,0.04,10,31354,4.5,159,518,677,2.2,2.71,4.92,boot screen,0.168805603,0.217560598,0.435695491
the boot stage.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2,1,0.39,0.63,28,0,0,0,0.08,9,5991,3.78,159,2528,2687,2.2,3.4,5.6,boot stage,0.026238624,0.089510447,0.279404325
the bottle baby.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,1.48,1.21,29,0.01,0.02,0.02,0.2,10,3817,3.58,1479,3281,4760,3.17,3.52,6.69,bottle baby,0.311893753,0.353612643,0.399608887
the bottle cap.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,1,4,0,28,0.01,0.06,0.04,0.27,9,43799,4.64,1479,489,1968,3.17,2.69,5.86,bottle cap,0.245177882,0.314062989,0.464194137
the bottle milk.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,3,-1,2.14,1.43,29,0.04,0,0.02,0.33,10,1250,3.1,1479,1868,3347,3.17,3.27,6.44,bottle milk,0.322777464,0.380812728,0.631457558
