Stim,Humans Continuous,SD,Word2Vec,GloVe,Taxonomic
the umbrella cocktail.,1.38,1.29,0.103845896,0.150612099,0.313702329
the umbrella tent.,1.43,1.29,0.344050495,0.271647123,0.504212019
the university library.,4,0,0.334051029,0.461575056,0.621713474
the university school.,2.75,1.29,0.508074461,0.576761906,0.758615046
the university sister.,1.32,1.39,0.106314825,0.182742168,0.193417382
the valley girl.,3.61,1.03,0.097164964,0.153271501,0.14721307
the van police.,0.96,1.1,0.286424663,0.211251279,0.260745854
the van prison.,0.61,0.83,0.15200076,0.142213892,0.338495713
the vehicle engine.,3.29,1.21,0.382071679,0.440774113,0.753355497
the vehicle field.,0.71,1.08,0.097463868,0.238044504,0.31611887
the vehicle key.,3.61,0.74,0.074221099,0.183263235,0.253051485
the vehicle police.,1.39,1.2,0.29867341,0.356870417,0.273677268
the vehicle radio.,3.07,1.12,0.130244568,0.173778407,0.277422829
the vehicle stage.,0.55,0.95,0.101561022,0.215684045,0.251252965
the vehicle star.,0.54,0.84,0.002114472,0.145705194,0.159272414
the vodka bottle.,3.97,0.19,0.522195473,0.546239507,0.5897577
the water bed.,4,0,0.239895124,0.379776499,0.549155283
the water bowl.,4,0,0.147055526,0.222663044,0.399589184
the water boy.,3.93,0.26,0.13504646,0.18475694,0.208978676
the water flour.,0.46,0.79,0.277612802,0.281049304,0.453493125
the water foot.,0.62,1.05,0.164232717,0.303629151,0.443530005
the water fountain.,3.97,0.19,0.410718752,0.34294139,0.434002186
the water mouth.,0.71,1.08,0.177742387,0.360636041,0.531792081
the water ocean.,1.18,1.16,0.471691017,0.47690159,0.672747518
the water pill.,1.31,1.49,0.14059592,0.169627096,0.331448174
the water pipe.,3.72,0.88,0.345980681,0.374626995,0.591369389
the water potato.,0.96,1.14,0.191630539,0.18160387,0.330864844
the water rain.,1.25,1.29,0.351891571,0.431682336,0.580046665
the water sea.,1.25,0.84,0.445079932,0.497014724,0.670077847
the water ski.,3.93,0.37,0.130577293,0.200978854,0.33040483
the water snow.,0.79,0.88,0.294902211,0.338444491,0.629899861
the water sugar.,1.21,1.32,0.265410471,0.336714171,0.493693984
the water tower.,4,0,0.215363147,0.213442717,0.337056601
the water truck.,3.1,1.29,0.212049883,0.233037229,0.343684763
the weed butterfly.,1.03,1.27,0.233516145,0.271156753,0.498634308
the weed guy.,3.17,1.26,0.190296748,0.117215891,0.271481396
the whale meat.,3.17,1.28,0.250230735,0.411932693,0.352044774
the whale swimming.,2.83,1.49,0.265126006,0.254765802,0.364819167
the wife army.,0.72,0.92,0.114844219,0.195137236,0.274797608
the wife farmer.,1.5,1.4,0.269656899,0.345189308,0.381273698
the window bus.,1.32,1.31,0.191205866,0.29147061,0.325404543
the window cab.,1,1.28,0.327388575,0.308637145,0.531307851
the window cabin.,0.9,0.94,0.282484638,0.27491311,0.567587715
the window car.,1.07,0.9,0.306135117,0.37290462,0.418368353
the window home.,1.11,1.23,0.234110148,0.275247376,0.317471881
the window hotel.,0.86,0.95,0.190008734,0.289423914,0.278049554
the window kitchen.,1.24,1.06,0.34092342,0.424902952,0.580569066
the window palace.,1.46,1.23,0.160902654,0.266869687,0.351960581
the window screen.,3.96,0.19,0.330418942,0.453258017,0.604186548
the window seat.,3.83,0.76,0.222563637,0.278020578,0.522451465
the wine bottle.,4,0,0.460739883,0.530368941,0.642300746
the wine candy.,0.82,1.09,0.224817038,0.278940703,0.732536501
the wine garden.,3.36,1.03,0.259594555,0.2337874,0.368120402
the wine menu.,3.96,0.19,0.265362535,0.351391773,0.447952419
the winter ball.,3.54,1,0.094195237,0.145486829,0.214340843
the winter clothes.,3.93,0.26,0.216307017,0.280638407,0.205540666
the winter home.,3.68,0.86,0.17890991,0.302218468,0.218698423
the winter ice.,3.82,0.48,0.353348851,0.444207673,0.361634674
the winter pot.,1.46,1.4,0.069986341,0.087192312,0.284312373
the winter rain.,3.11,1.23,0.319566026,0.402299331,0.515165553
the winter ski.,2.57,1.45,0.343560364,0.437138036,0.315584116
the winter snow.,3.96,0.19,0.489938866,0.530937928,0.527466382
the winter sun.,3.53,1.05,0.333183624,0.288804633,0.407022677
the winter sunlight.,3.32,1.31,0.258628369,0.269287955,0.401805872
the winter wolf.,3,1.28,0.186250622,0.240193928,0.253844847
the witch doctor.,3.68,0.77,0.304271852,0.314779648,0.522048814
the witch sea.,0.43,0.79,0.143152763,0.165223926,0.206265793
the wolf meat.,2.86,1.3,0.290091477,0.195964625,0.248053307
the wolf teeth.,3.52,1.02,0.133290616,0.184661259,0.42395286
the wolf winter.,0.86,0.71,0.186250622,0.240193928,0.253844847
the woman judge.,3.64,0.78,0.279546726,0.290408953,0.280587776
the woman mountain.,0.43,0.74,0.117145819,0.187663965,0.175158591
the worm farmer.,2.5,1.62,0.118635589,0.056309132,0.270838368
the yarn ball.,3.59,0.98,0.09376537,0.204293743,0.390769669
the zebra skin.,3.86,0.44,0.19441115,0.228383716,0.23242386
